Tree_ID,Latitude,Longitude,Species,Height_m,Canopy_Width_m,Canopy_Condition,Disease_Symptom,Leaf_Color_Deviation,Bark_Damage_Score,Root_Exposure,Soil_Moisture_%,Ambient_Temperature_C,Humidity_%,CO2_ppm,PM2.5_ug_m3,NO2_ppb,O3_ppb,Air_Quality_Index,Urban_Zone,Year_Planted,Recent_Pruning_Year,Tree_Crown_Diameter_m,Crown_Density_%,Proximity_to_Road_m
TREE_01565,37.669495301459506,-122.05130714126814,Willow,8.12,5.11,None,None,0.84,6,0,31.38,20.6,37.0,415.6,9.4,29.3,20.2,Unhealthy,Zone D,1956,,3.78,71.2,50.34
TREE_01566,37.767019959716585,-122.37190424278032,Elm,13.69,4.64,Full,None,0.06,5,0,19.8,16.3,61.8,329.5,12.4,9.5,41.5,Unhealthy,Zone B,2009,2010.0,4.91,51.8,33.87
TREE_01567,37.53821412553387,-122.38967447018912,Elm,11.38,6.44,Sparse,None,0.29,3,0,9.95,25.3,64.4,398.0,11.0,20.3,5.4,Very Unhealthy,Zone D,2007,2005.0,3.89,63.5,46.71
TREE_01568,37.74954372987063,-122.43093735342988,Birch,10.75,3.52,None,None,0.31,1,0,8.48,23.5,62.1,340.8,5.9,0.2,14.0,Unhealthy for Sensitive Groups,Zone C,2004,,4.08,86.2,95.85
TREE_01569,37.68070707149489,-122.07044412117654,Elm,12.43,3.84,Partial,None,0.16,7,0,31.99,24.1,58.2,310.5,17.5,9.3,18.0,Unhealthy,Zone C,1983,2004.0,2.62,42.1,26.05
TREE_01570,37.73464338527019,-122.24997087040445,Maple,9.21,3.49,Partial,None,0.51,2,0,26.05,27.4,65.2,397.5,15.3,10.7,13.7,Moderate,Zone B,1994,,3.35,54.7,71.81
TREE_01571,37.567205683097946,-122.16255339847292,Willow,7.68,5.13,Partial,Insect Infestation,0.01,1,0,33.99,27.3,89.8,390.0,5.7,18.3,26.7,Very Unhealthy,Zone C,1952,,4.35,60.0,75.53
TREE_01572,37.79474949797767,-122.38046680796249,Oak,8.19,3.37,None,None,0.3,9,0,7.47,22.8,67.4,404.7,7.9,29.9,25.8,Unhealthy for Sensitive Groups,Zone B,1989,,4.93,35.2,19.06
TREE_01573,37.84511883101729,-122.12097978949438,Maple,10.01,3.97,None,Root Rot,0.93,6,0,32.08,32.3,75.2,479.8,9.0,17.3,38.3,Unhealthy for Sensitive Groups,Zone C,2002,2018.0,3.57,34.7,72.91
TREE_01574,37.58669592003631,-122.11999722751895,Elm,6.82,3.94,Partial,None,0.31,9,0,30.37,28.0,41.5,435.5,18.6,16.8,10.9,Unhealthy for Sensitive Groups,Zone B,1980,2010.0,5.41,57.4,64.8
TREE_01575,37.53828582220807,-122.34370098754584,Cedar,8.5,4.61,None,Insect Infestation,0.36,5,0,31.8,32.8,61.8,498.5,16.3,12.0,24.6,Unhealthy for Sensitive Groups,Zone E,1972,2021.0,4.03,33.1,29.1
TREE_01576,37.509455434418534,-122.29465868349486,Redwood,8.45,2.77,Partial,None,0.47,7,0,5.17,33.3,30.5,384.6,13.1,8.6,32.6,Good,Zone D,2021,,3.99,87.5,52.27
TREE_01577,37.75678860017731,-122.3951548612849,Oak,16.37,5.13,Full,None,0.56,5,0,27.26,18.3,31.9,363.9,4.1,30.2,20.7,Moderate,Zone C,2014,2000.0,5.69,99.5,59.0
TREE_01578,37.74283761443551,-122.01171948833854,Maple,1.68,6.87,None,Fungal Infection,0.81,6,0,21.47,28.6,49.3,422.9,14.3,21.8,13.5,Good,Zone A,2004,2012.0,1.53,29.0,83.66
TREE_01579,37.71867896508563,-122.1771987114708,Willow,9.46,5.2,Full,Fungal Infection,0.19,1,0,22.2,21.4,58.0,492.9,12.8,16.8,37.1,Unhealthy,Zone B,1961,2016.0,1.05,61.8,12.48
TREE_01580,37.59277883844639,-122.03272805964224,Birch,15.18,7.31,Full,Insect Infestation,0.87,9,0,19.08,31.7,64.5,344.1,10.3,36.0,35.7,Good,Zone B,1950,,5.06,23.1,97.2
TREE_01581,37.656362398362205,-122.34830722818543,Maple,10.37,7.0,None,Insect Infestation,0.76,1,0,27.28,29.7,83.3,470.0,18.6,-7.7,8.8,Good,Zone B,1960,2016.0,3.67,26.7,76.92
TREE_01582,37.73779053407447,-122.10905454350156,Cedar,12.26,6.17,Partial,Insect Infestation,0.72,5,0,35.0,19.0,76.3,423.8,11.0,30.2,25.7,Very Unhealthy,Zone C,2000,2009.0,4.55,78.9,53.5
TREE_01583,37.69870674354367,-122.11707067805763,Elm,10.3,5.11,Sparse,None,0.09,8,0,26.32,33.8,48.0,377.9,17.9,4.3,23.9,Unhealthy for Sensitive Groups,Zone D,2015,,4.02,28.0,77.62
TREE_01584,37.89511420808596,-122.15417217406673,Oak,8.0,5.03,Full,Bacterial Wilt,0.02,2,0,25.34,28.7,74.6,475.2,10.2,21.3,48.2,Good,Zone A,1994,2012.0,4.57,77.4,73.32
TREE_01585,37.554575901022694,-122.0171805123666,Birch,3.27,6.15,None,Fungal Infection,0.59,10,0,24.63,34.0,63.0,340.0,7.7,29.6,11.1,Unhealthy for Sensitive Groups,Zone B,2021,,4.83,46.4,46.01
TREE_01586,37.778057821619036,-122.30322233194684,Oak,10.62,4.41,Full,Leaf Spot,0.86,9,0,25.86,19.0,76.8,433.4,5.8,2.1,25.5,Moderate,Zone B,1980,,5.26,53.2,33.61
TREE_01587,37.661727507241714,-122.43464133820513,Birch,7.67,2.18,Partial,Bacterial Wilt,0.58,7,0,15.26,32.4,54.7,390.7,11.6,32.4,37.6,Good,Zone B,2002,2003.0,4.51,33.3,98.86
TREE_01588,37.67127984597025,-122.16414557037797,Redwood,7.6,5.74,None,None,0.21,4,0,14.61,28.4,35.5,455.9,12.2,18.6,28.8,Very Unhealthy,Zone B,1994,,5.37,59.4,88.44
TREE_01589,37.78703910626327,-122.1353450997614,Willow,8.5,3.3,Sparse,None,0.09,5,0,28.53,26.0,67.1,416.7,7.2,12.0,40.7,Very Unhealthy,Zone A,2016,2003.0,3.37,39.8,95.09
TREE_01590,37.77697446052975,-122.2124697132706,Oak,15.23,3.56,None,Fungal Infection,0.7,5,0,6.59,31.4,63.4,454.9,7.5,22.2,10.2,Unhealthy,Zone B,1990,,4.52,25.7,4.85
TREE_01591,37.89650239748087,-122.3965910534333,Elm,17.21,5.0,Full,Insect Infestation,0.72,10,0,27.78,27.7,87.2,402.4,17.9,25.2,17.1,Good,Zone A,1977,2004.0,2.32,22.5,81.52
TREE_01592,37.55135771578165,-122.24777202916532,Willow,10.65,4.86,None,Fungal Infection,0.17,9,0,29.42,28.4,39.7,378.3,15.7,43.7,26.8,Moderate,Zone A,2011,,3.18,100.0,89.12
TREE_01593,37.54164385975367,-122.34390513171543,Willow,8.61,2.88,None,Insect Infestation,0.03,10,1,20.65,20.1,69.4,396.0,21.2,18.1,34.9,Unhealthy for Sensitive Groups,Zone B,1951,2014.0,4.84,41.1,47.69
TREE_01594,37.789735526851494,-122.28626673591666,Redwood,6.47,5.25,Full,None,0.41,2,0,32.3,31.3,58.4,409.1,3.9,28.5,30.0,Good,Zone E,2021,2022.0,4.93,82.4,89.09
TREE_01595,37.73135476680256,-122.17739071207767,Birch,11.41,6.45,Sparse,None,0.58,10,0,19.19,28.0,52.7,417.6,20.5,21.2,36.1,Unhealthy,Zone A,2014,2007.0,3.78,40.7,10.09
TREE_01596,37.60966426662392,-122.12739262865458,Pine,15.35,3.31,Partial,None,0.71,10,0,10.34,31.9,77.7,434.1,8.1,23.6,26.6,Very Unhealthy,Zone E,1970,2010.0,5.43,66.1,6.05
TREE_01597,37.531767747595595,-122.38388765454933,Oak,9.26,6.91,None,Fungal Infection,0.81,4,0,15.84,22.0,78.6,400.8,5.4,17.5,16.9,Good,Zone A,1964,,2.03,85.7,29.16
TREE_01598,37.53426329983857,-122.29733731967653,Oak,2.86,2.66,Sparse,Insect Infestation,0.61,0,0,32.18,21.6,72.9,434.0,13.3,12.4,35.5,Unhealthy,Zone C,2004,2022.0,5.22,72.6,2.62
TREE_01599,37.85767634986565,-122.36541921450419,Maple,12.01,8.18,Partial,None,0.11,1,0,34.81,15.5,35.0,510.9,2.7,23.8,14.7,Moderate,Zone B,1957,2012.0,3.79,16.2,68.4
TREE_01600,37.5767469298875,-122.40068419306907,Birch,12.96,4.38,Full,Fungal Infection,0.68,9,0,17.66,30.4,50.7,363.8,17.4,10.0,20.3,Unhealthy for Sensitive Groups,Zone C,1969,2013.0,1.74,27.3,92.7
TREE_01601,37.62934862484621,-122.10830639000208,Cedar,5.24,5.22,Sparse,None,0.98,2,0,10.01,21.6,32.8,450.2,12.9,-0.0,16.3,Moderate,Zone A,2013,2008.0,2.78,88.6,29.51
TREE_01602,37.59066256089079,-122.0453736527815,Pine,10.53,2.16,Sparse,None,0.91,3,0,13.59,21.5,50.6,366.0,8.5,21.1,31.8,Moderate,Zone C,1988,,3.42,52.4,65.96
TREE_01603,37.64199852233278,-122.31488390715771,Elm,11.35,4.91,None,Insect Infestation,0.87,8,0,21.6,28.8,68.9,352.8,17.0,11.8,29.2,Unhealthy for Sensitive Groups,Zone B,1956,2020.0,2.75,63.9,46.8
TREE_01604,37.527769537098436,-122.12436053781312,Maple,9.78,5.34,Full,None,0.3,0,1,22.16,20.1,61.1,471.8,11.3,17.1,18.6,Good,Zone B,2006,,2.81,12.2,25.51
TREE_01605,37.70762391636331,-122.0515023553178,Redwood,7.63,4.87,None,Insect Infestation,0.75,2,0,23.9,33.2,72.2,355.0,12.2,3.3,22.1,Unhealthy for Sensitive Groups,Zone A,1980,2001.0,4.62,53.9,91.86
TREE_01606,37.527045025436884,-122.07693789473488,Pine,13.05,4.16,Full,Bacterial Wilt,0.85,2,0,30.06,25.8,63.1,398.7,15.1,29.5,26.5,Unhealthy,Zone A,1983,,3.32,48.8,95.79
TREE_01607,37.82014260312894,-122.40859330573039,Birch,8.79,3.58,Partial,Bacterial Wilt,0.68,5,1,26.34,34.4,63.3,360.0,8.8,-6.9,36.3,Moderate,Zone E,2000,,1.36,71.8,13.48
TREE_01608,37.593484832764176,-122.02185405924332,Pine,5.54,6.7,None,None,0.25,4,1,12.83,16.5,60.7,520.9,6.7,24.3,30.3,Unhealthy for Sensitive Groups,Zone D,2005,,4.34,34.7,76.7
TREE_01609,37.7160047658418,-122.31166177978527,Redwood,3.85,5.05,Full,None,0.95,2,0,16.85,21.7,51.9,398.6,11.3,25.3,32.9,Very Unhealthy,Zone C,1978,,3.25,77.0,18.88
TREE_01610,37.85203163502458,-122.33037966941308,Willow,13.78,7.31,Full,Insect Infestation,0.45,3,0,30.19,22.6,56.8,345.0,5.2,22.0,34.3,Unhealthy for Sensitive Groups,Zone E,2012,2016.0,5.64,70.4,48.82
TREE_01611,37.760350947618875,-122.46878433636111,Oak,11.85,4.21,Sparse,Insect Infestation,0.13,10,0,24.0,29.6,36.7,356.6,9.8,30.3,29.8,Unhealthy for Sensitive Groups,Zone C,1982,,3.09,55.9,36.1
TREE_01612,37.713183114620534,-122.25691317294756,Willow,10.26,4.35,None,Insect Infestation,0.11,6,0,9.99,19.3,80.1,506.1,7.0,8.2,32.1,Unhealthy,Zone B,1994,,1.91,43.8,24.4
TREE_01613,37.62973350124615,-122.44549319217954,Oak,8.68,6.22,None,None,0.65,2,0,14.77,22.5,83.4,389.3,10.4,39.6,28.6,Moderate,Zone A,1955,,3.69,37.2,67.58
TREE_01614,37.63320076522328,-122.37573008953629,Maple,8.41,2.57,Partial,None,0.44,8,0,28.73,33.2,76.0,395.9,7.5,11.0,44.7,Unhealthy,Zone C,1986,2022.0,2.71,58.2,85.54
TREE_01615,37.76779478207928,-122.34152868911636,Redwood,6.77,3.18,Full,Fungal Infection,0.09,7,0,10.16,17.3,65.0,474.2,10.3,26.6,35.3,Unhealthy,Zone D,2002,2014.0,2.82,61.9,78.12
TREE_01616,37.89765574448847,-122.09558683825416,Birch,8.71,6.65,Sparse,Insect Infestation,0.74,1,0,25.73,29.9,64.2,463.7,17.1,38.2,48.3,Very Unhealthy,Zone B,1951,2012.0,3.62,50.3,72.23
TREE_01617,37.764735675939754,-122.06225567480205,Birch,3.64,3.24,Full,None,0.8,4,0,21.91,29.0,58.2,356.1,8.3,17.9,42.7,Unhealthy,Zone B,2006,,3.81,38.9,6.63
TREE_01618,37.723113366948006,-122.34876684126927,Pine,7.79,2.27,Full,None,0.73,3,0,9.42,17.6,43.9,360.2,13.9,12.8,28.0,Unhealthy,Zone E,2000,,3.62,89.2,9.74
TREE_01619,37.7922602040957,-122.07065093937771,Maple,9.07,7.8,Full,Insect Infestation,0.2,4,0,25.67,28.8,53.0,372.4,3.0,27.9,28.0,Very Unhealthy,Zone D,1988,,3.73,37.9,46.48
TREE_01620,37.686082244913486,-122.0713845313151,Birch,11.83,2.91,None,None,0.69,2,0,9.27,26.4,89.4,383.6,10.4,14.3,13.4,Good,Zone B,1971,,4.72,70.5,55.58
TREE_01621,37.524056937040314,-122.11767452480757,Cedar,9.88,5.28,Full,None,0.01,9,0,16.95,20.8,38.7,441.6,7.9,11.4,18.9,Unhealthy,Zone D,1992,2007.0,3.75,91.4,72.34
TREE_01622,37.72491872635116,-122.4266524429924,Cedar,12.38,5.1,Partial,None,0.31,10,0,14.26,21.2,62.6,395.7,12.3,26.9,40.1,Unhealthy for Sensitive Groups,Zone A,1987,,4.29,68.2,35.59
TREE_01623,37.88305011380215,-122.15483857654964,Willow,14.05,0.78,Sparse,None,0.4,0,1,25.7,31.7,82.0,384.7,9.2,27.5,39.6,Unhealthy,Zone D,2013,2013.0,4.97,42.9,2.29
TREE_01624,37.57012117694306,-122.02748796770972,Oak,13.17,4.6,Sparse,Fungal Infection,0.84,7,0,28.47,19.6,57.2,400.3,16.3,19.7,9.8,Moderate,Zone E,1986,,3.28,36.7,3.61
TREE_01625,37.776001956328265,-122.15872976061642,Pine,11.41,5.67,Full,None,0.39,8,1,10.05,25.3,66.3,371.7,10.2,20.7,43.2,Unhealthy for Sensitive Groups,Zone E,1987,,4.0,86.8,85.48
TREE_01626,37.580373475463624,-122.33419157544608,Elm,10.04,5.53,Sparse,None,0.01,7,0,29.36,28.6,79.7,477.8,17.6,21.7,41.8,Unhealthy for Sensitive Groups,Zone C,2020,,4.11,54.1,12.86
TREE_01627,37.71433107378923,-122.24971034128458,Redwood,7.06,6.36,Full,None,0.35,3,1,5.22,17.6,62.9,365.2,1.5,18.1,41.2,Good,Zone A,1980,,2.32,63.4,93.69
TREE_01628,37.53867057985869,-122.17713747832447,Oak,12.22,4.42,None,None,0.5,1,0,20.9,33.6,73.9,401.3,12.2,17.2,35.1,Moderate,Zone A,1993,2007.0,1.41,63.7,33.26
TREE_01629,37.680148374503275,-122.24471479563574,Maple,15.04,6.07,Sparse,Insect Infestation,0.95,3,0,20.5,20.2,50.8,430.9,12.7,6.4,35.1,Moderate,Zone D,1963,,4.05,58.0,58.37
TREE_01630,37.802465331558096,-122.44002352913452,Birch,11.03,3.97,None,None,0.94,8,0,23.71,21.4,74.0,433.7,7.3,12.7,28.1,Moderate,Zone E,2001,2004.0,2.74,93.8,16.86
TREE_01631,37.63902860969559,-122.34396797767398,Oak,15.75,2.88,None,Fungal Infection,0.18,9,0,12.19,28.3,32.5,380.5,12.0,19.9,23.7,Unhealthy,Zone E,2016,,5.94,93.8,45.4
TREE_01632,37.765964689794885,-122.09880198472318,Elm,5.42,3.05,Partial,None,0.19,8,0,5.3,16.6,39.2,454.8,14.4,41.1,41.4,Unhealthy,Zone E,1954,2011.0,4.85,13.6,87.58
TREE_01633,37.81817998431589,-122.06929097695225,Elm,6.54,2.81,Partial,None,0.16,4,0,18.64,27.6,68.2,507.2,17.4,8.6,27.4,Unhealthy for Sensitive Groups,Zone A,1991,,2.77,55.5,98.41
TREE_01634,37.87087112779178,-122.43134998364222,Cedar,12.57,6.51,Sparse,None,0.79,4,0,7.14,33.3,56.9,490.1,10.6,15.0,-8.4,Good,Zone E,1956,2007.0,1.84,60.9,76.65
TREE_01635,37.59385683274218,-122.02380662380064,Maple,10.79,2.73,Full,None,0.01,9,1,31.77,20.0,79.7,276.0,9.8,7.1,36.2,Unhealthy,Zone C,1967,,2.51,93.3,76.46
TREE_01636,37.659726366323724,-122.3355886910757,Oak,13.94,5.41,Full,Insect Infestation,0.13,2,0,10.21,22.2,50.5,395.8,9.0,-0.8,19.5,Unhealthy,Zone B,2006,,4.12,16.3,88.53
TREE_01637,37.56096640533217,-122.16884313063464,Pine,9.95,4.6,Full,None,0.54,5,0,17.76,19.6,76.0,366.9,12.2,33.9,31.5,Good,Zone E,1993,2006.0,3.64,81.0,24.49
TREE_01638,37.89699340086335,-122.12408742702166,Oak,7.4,4.85,Full,Bacterial Wilt,0.25,6,0,18.02,31.4,38.3,427.8,7.3,25.3,46.6,Moderate,Zone C,2010,2013.0,4.85,67.8,73.63
TREE_01639,37.870800387169716,-122.09402688268106,Cedar,9.36,7.05,Partial,None,0.09,9,0,21.59,18.4,85.8,452.6,15.8,33.6,51.0,Unhealthy for Sensitive Groups,Zone C,2012,2008.0,2.72,75.9,55.83
TREE_01640,37.71598285211223,-122.02712514888704,Willow,5.4,4.34,Full,None,0.36,8,0,28.48,21.9,55.1,342.5,3.9,1.2,36.9,Unhealthy,Zone B,1981,2016.0,4.57,36.3,26.17
TREE_01641,37.83681331775057,-122.34354022598559,Elm,6.61,5.92,Full,None,0.27,6,1,19.16,27.0,43.9,443.4,11.7,26.3,43.2,Good,Zone A,1977,,4.39,77.2,5.55
TREE_01642,37.70838319090882,-122.07074677272422,Maple,12.92,5.06,None,Insect Infestation,0.51,2,0,5.77,23.1,77.3,398.7,5.1,41.4,37.4,Good,Zone E,1953,,5.51,35.4,20.08
TREE_01643,37.749434275201104,-122.43415654828189,Maple,12.62,4.77,Full,None,0.98,6,0,28.13,16.3,86.9,386.9,11.8,29.6,38.0,Moderate,Zone C,1964,,4.22,70.8,65.02
TREE_01644,37.535649772846405,-122.1474795468232,Pine,11.09,8.45,Full,None,0.12,0,0,7.47,34.0,85.1,426.4,16.0,25.7,39.2,Very Unhealthy,Zone C,1951,2017.0,2.96,80.8,56.98
TREE_01645,37.80210816819872,-122.129011135243,Maple,4.84,2.84,Partial,None,0.37,1,0,24.25,21.8,44.3,392.7,12.9,12.3,19.3,Very Unhealthy,Zone B,1972,2020.0,5.59,80.5,6.93
TREE_01646,37.551085393454095,-122.16113837939935,Cedar,8.92,6.93,Sparse,None,0.93,3,0,29.1,23.9,70.3,456.6,9.0,34.6,17.2,Very Unhealthy,Zone C,2008,,3.68,59.0,56.23
TREE_01647,37.83042705210101,-122.37384263193242,Cedar,6.33,5.98,None,Root Rot,0.88,6,0,13.48,18.4,62.8,380.3,15.6,13.6,40.1,Very Unhealthy,Zone E,1972,,3.5,47.2,39.06
TREE_01648,37.81281123506815,-122.0634784264924,Cedar,13.53,4.28,None,Fungal Infection,0.39,8,0,18.47,32.3,73.5,466.7,-1.7,25.0,33.1,Unhealthy,Zone A,1975,2012.0,4.14,31.9,1.49
TREE_01649,37.78349787909719,-122.41557076831481,Maple,8.25,7.44,Sparse,Insect Infestation,0.7,4,1,5.43,20.8,59.2,398.9,11.7,9.6,31.6,Good,Zone C,1983,2010.0,5.45,13.0,90.95
TREE_01650,37.514464152209904,-122.47318260423958,Maple,6.74,2.23,None,Insect Infestation,0.09,7,0,29.12,15.4,58.2,281.1,7.8,19.0,25.3,Unhealthy for Sensitive Groups,Zone A,1962,,5.27,14.4,25.84
TREE_01651,37.62125134237813,-122.14126750469404,Cedar,10.09,4.22,Full,Fungal Infection,0.71,6,0,26.1,21.3,83.0,359.8,14.5,29.8,26.4,Unhealthy,Zone C,1989,,4.69,47.7,55.34
TREE_01652,37.60524502796434,-122.26226214238363,Maple,8.08,3.19,Full,None,0.97,4,0,11.94,34.7,82.3,394.8,-0.7,29.0,42.6,Very Unhealthy,Zone C,2000,,5.06,18.5,58.91
TREE_01653,37.64405456298861,-122.07545099002066,Redwood,14.45,5.62,Sparse,Fungal Infection,0.54,2,0,16.71,17.9,77.3,418.5,9.7,20.2,21.5,Unhealthy for Sensitive Groups,Zone E,1959,,4.5,20.1,49.88
TREE_01654,37.535057098705536,-122.30830142947087,Maple,7.8,3.33,Partial,None,0.5,2,0,25.86,15.6,72.3,395.1,8.8,41.5,30.1,Unhealthy for Sensitive Groups,Zone A,1988,,2.89,27.5,23.96
TREE_01655,37.874783129212425,-122.41586070574614,Redwood,5.8,5.65,Partial,None,0.19,5,0,15.74,26.6,70.7,365.1,16.5,17.9,22.1,Very Unhealthy,Zone D,1953,2001.0,5.14,53.3,40.74
TREE_01656,37.72152089628495,-122.08177890376507,Elm,3.54,4.72,None,Fungal Infection,0.63,9,0,9.87,22.4,33.4,489.0,8.0,31.5,14.5,Unhealthy for Sensitive Groups,Zone E,2001,2007.0,1.04,63.3,29.03
TREE_01657,37.62220972426321,-122.22554518417996,Oak,9.91,4.28,Partial,Insect Infestation,0.59,10,0,20.56,30.9,75.0,470.2,10.9,14.4,31.1,Unhealthy,Zone A,2005,,3.97,72.5,43.36
TREE_01658,37.658792606829714,-122.40540210380482,Birch,8.31,5.58,Partial,Insect Infestation,0.65,3,1,26.71,29.6,68.3,339.6,12.4,7.6,37.4,Moderate,Zone A,1976,,4.06,53.8,8.27
TREE_01659,37.678881016201935,-122.13980800070678,Redwood,5.71,4.6,Partial,Insect Infestation,0.03,2,0,14.62,18.7,48.1,357.9,11.9,18.0,19.4,Unhealthy,Zone A,1957,2017.0,6.6,69.8,16.59
TREE_01660,37.740237733344244,-122.24444318075525,Redwood,13.57,3.37,Partial,None,0.55,3,0,8.65,26.3,79.2,416.0,11.8,3.2,22.9,Unhealthy,Zone D,2002,2001.0,2.83,87.6,13.75
TREE_01661,37.7062717710786,-122.19784350887984,Maple,12.0,9.2,Partial,None,0.59,2,0,29.89,15.6,79.9,392.4,12.3,23.2,18.2,Moderate,Zone E,1962,,5.2,43.7,59.5
TREE_01662,37.867756789285764,-122.2695508308967,Birch,9.92,4.27,Partial,None,0.21,9,0,12.58,23.8,85.9,263.2,12.0,21.1,31.3,Very Unhealthy,Zone D,1995,2016.0,4.26,71.9,65.59
TREE_01663,37.69878539316233,-122.08564550809099,Willow,14.09,1.67,Partial,Insect Infestation,0.21,10,0,20.38,29.3,55.1,364.1,23.9,26.2,25.1,Very Unhealthy,Zone C,1985,2022.0,3.59,69.3,91.4
TREE_01664,37.89686320592932,-122.08521864215848,Birch,11.99,3.74,None,Leaf Spot,0.28,10,0,25.74,23.3,63.1,436.7,3.0,19.9,8.8,Moderate,Zone B,1992,,1.75,67.3,26.22
TREE_01665,37.840569983098035,-122.14530558908781,Elm,7.53,3.1,Full,None,0.71,5,0,14.51,17.4,84.4,405.6,8.0,17.0,26.5,Unhealthy,Zone D,1984,,4.25,62.5,39.35
TREE_01666,37.58340420574294,-122.44729931130176,Redwood,6.88,6.24,Partial,None,0.61,6,0,24.46,16.2,49.0,353.4,11.8,20.8,40.4,Good,Zone C,2000,,4.27,75.4,62.24
TREE_01667,37.87223808585757,-122.08057306904797,Maple,12.45,5.48,Full,None,0.85,3,0,18.79,32.1,77.8,372.0,17.6,31.3,41.6,Unhealthy for Sensitive Groups,Zone D,2012,,3.69,83.7,97.18
TREE_01668,37.54654655915419,-122.16449350973355,Cedar,11.19,5.6,Sparse,Bacterial Wilt,0.3,2,0,22.11,32.8,89.5,388.8,16.8,30.3,42.1,Unhealthy for Sensitive Groups,Zone A,2017,2012.0,5.97,45.3,39.15
TREE_01669,37.826979883396476,-122.15148791699785,Birch,10.51,4.44,Full,Fungal Infection,0.91,2,0,22.72,21.9,69.1,528.0,17.2,32.8,20.1,Unhealthy for Sensitive Groups,Zone B,1962,2017.0,5.37,68.9,28.96
TREE_01670,37.652249317390634,-122.31850857979806,Maple,7.46,4.58,Sparse,None,0.74,10,0,29.72,18.3,89.0,401.8,11.8,-2.6,18.1,Good,Zone B,1996,,3.79,32.4,38.78
TREE_01671,37.85118972817803,-122.0603602219215,Pine,11.82,4.44,None,Leaf Spot,0.4,2,0,24.69,34.6,60.9,363.8,18.2,30.7,23.5,Unhealthy,Zone C,1955,2014.0,5.33,78.0,30.93
TREE_01672,37.84722267604298,-122.13731419988257,Willow,7.73,4.88,Full,Bacterial Wilt,0.1,8,0,12.93,25.9,39.2,490.2,9.0,27.0,39.7,Very Unhealthy,Zone D,1967,,5.56,89.2,8.51
TREE_01673,37.82237016004705,-122.44370476673541,Cedar,9.69,6.25,Sparse,None,0.26,10,1,6.79,24.5,40.5,429.0,16.6,40.5,39.4,Moderate,Zone D,1957,,3.21,78.5,34.6
TREE_01674,37.816012174522825,-122.29611098279692,Pine,14.34,5.5,Full,Root Rot,0.96,10,0,5.06,29.8,73.9,359.7,12.9,14.7,30.0,Unhealthy for Sensitive Groups,Zone D,1990,,2.77,54.2,58.53
TREE_01675,37.62187165563922,-122.05680981901993,Pine,8.02,5.75,None,None,0.31,2,0,32.13,18.4,30.1,401.0,13.0,17.0,41.2,Good,Zone C,2010,,2.55,22.0,18.28
TREE_01676,37.5323677132205,-122.47640164915131,Birch,5.28,5.75,Full,None,0.33,2,0,33.26,26.6,69.7,390.4,5.4,22.7,36.1,Moderate,Zone D,1969,2009.0,5.22,88.6,83.37
TREE_01677,37.661192071506065,-122.01929169017897,Pine,6.84,6.33,Sparse,None,0.19,7,0,7.82,32.8,39.1,427.4,3.1,-4.2,25.2,Unhealthy,Zone B,2005,,3.59,83.3,73.54
TREE_01678,37.5694098059946,-122.16041871584022,Elm,12.98,5.43,Partial,Bacterial Wilt,0.81,3,0,19.61,15.5,89.1,337.1,10.5,-7.4,26.5,Good,Zone B,1951,2020.0,3.14,72.8,55.86
TREE_01679,37.777980435560984,-122.1843120111783,Elm,10.76,5.54,Partial,Insect Infestation,0.28,6,0,9.55,28.5,39.8,340.4,11.5,23.1,17.3,Good,Zone E,2015,2020.0,5.16,86.6,73.75
TREE_01680,37.63843989061511,-122.36472037175601,Birch,9.61,6.78,Partial,None,0.33,2,0,33.46,26.0,63.1,387.1,6.4,8.4,28.8,Moderate,Zone D,1981,,3.62,58.0,31.67
TREE_01681,37.89024408034396,-122.37560410563042,Maple,8.47,4.0,None,Leaf Spot,0.41,7,0,12.4,34.0,70.2,356.0,16.6,6.6,23.9,Moderate,Zone D,1971,,2.75,99.2,20.01
TREE_01682,37.756388830938135,-122.0289708902557,Oak,11.46,3.72,Partial,None,0.43,2,0,20.05,20.2,79.2,450.9,7.9,25.4,20.0,Unhealthy for Sensitive Groups,Zone B,1990,2001.0,5.8,85.3,84.23
TREE_01683,37.828992225453746,-122.35086377288295,Maple,7.45,3.22,None,Insect Infestation,0.41,4,1,9.97,32.2,57.6,348.6,14.9,4.1,22.6,Unhealthy,Zone B,1959,,5.27,24.7,81.88
TREE_01684,37.55300986909674,-122.1122473516405,Maple,10.92,5.27,Partial,Fungal Infection,0.5,0,1,14.98,21.2,86.0,520.4,10.5,27.0,44.9,Moderate,Zone A,1988,,3.23,46.2,73.6
TREE_01685,37.84480579290905,-122.30343910089645,Maple,7.81,2.22,None,None,0.81,4,0,13.0,23.6,58.8,392.4,15.9,11.3,25.4,Unhealthy for Sensitive Groups,Zone A,1994,,3.09,25.3,25.63
TREE_01686,37.86910287620535,-122.43037296460764,Maple,7.31,5.69,None,None,0.82,5,0,19.26,19.3,45.1,406.6,6.0,10.9,45.8,Unhealthy for Sensitive Groups,Zone E,1954,2007.0,3.79,30.2,34.37
TREE_01687,37.69482476752757,-122.49464235115232,Cedar,8.09,4.84,Full,Bacterial Wilt,0.8,6,1,17.59,32.3,65.6,417.6,4.0,23.6,30.6,Moderate,Zone B,1961,2005.0,4.79,55.1,38.06
